,car_brand,car_model,car_price,car_city,car_fuel,car_transmission,car_drive,car_mileage,car_country,car_engine_capacity,car_engine_hp,car_age
9563,Lexus,RX350    ,2300000,Irkutsk,gasoline,automatic,4WD,285000,JP,3.5,277,15
9564,Land Rover,Rover Range Rover  ,1250000,Irkutsk,gasoline,automatic,4WD,295000,UK,4.4,306,19
9565,Mazda,Mazda3    ,720000,Irkutsk,gasoline,automatic,FWD,160000,JP,1.6,105,18
9566,Lada,2111    ,230000,Makhachkala,gasoline,manual,FWD,244532,RUS,1.5,78,23
9567,Audi,Q7    ,8500000,Irkutsk,diesel,automatic,4WD,113000,DE,3.0,249,4
9568,Nissan,Teana    ,1180000,Irkutsk,gasoline,CVT,FWD,260000,JP,2.5,182,13
9569,Suzuki,Alto    ,495000,Irkutsk,gasoline,automatic,FWD,201016,JP,0.7,54,14
9570,Toyota,Land Cruiser   ,3100000,Irkutsk,gasoline,automatic,4WD,250000,JP,4.6,309,12
9571,Nissan,X-Trail    ,1390000,Irkutsk,gasoline,CVT,4WD,200000,JP,2.5,169,16
9572,Lada,2111    ,119000,Nizhny Novgorod,gasoline,manual,FWD,150000,RUS,1.6,81,19
9573,Honda,Fit Shuttle   ,980000,Irkutsk,gasoline,CVT,FWD,200000,JP,1.5,120,10
9574,Honda,Civic Ferio   ,250000,Irkutsk,gasoline,manual,FWD,442285,JP,1.5,130,26
9575,Toyota,Corolla Fielder   ,1100000,Irkutsk,gasoline,CVT,FWD,235000,JP,1.8,136,15
9576,Kia,Cerato    ,750000,Irkutsk,gasoline,manual,FWD,239000,KR,1.6,126,12
9577,Nissan,AD    ,145000,Irkutsk,gasoline,automatic,FWD,493000,JP,1.5,100,25
9578,Honda,Accord    ,860000,Irkutsk,gasoline,automatic,FWD,319451,JP,2.0,150,19
9579,Toyota,Hilux    ,6190000,Irkutsk,diesel,automatic,4WD,72905,JP,2.8,200,3
9580,Volkswagen,Tiguan    ,2560000,Irkutsk,gasoline,robot,4WD,89000,DE,1.4,150,4
9581,Honda,Fit    ,415000,Irkutsk,gasoline,CVT,FWD,265000,JP,1.3,86,23
9582,Kia,K3    ,2000000,Irkutsk,gasoline,CVT,FWD,76000,KR,1.6,123,5
9583,Mazda,Familia    ,269000,Irkutsk,gasoline,manual,FWD,400000,JP,1.5,100,24
9584,BMW,X1    ,1090000,Irkutsk,gasoline,automatic,RWD,181184,DE,2.0,150,13
9585,Toyota,Carina ED   ,375000,Irkutsk,gasoline,automatic,FWD,211088,JP,2.0,165,34
9586,Nissan,Tiida Latio   ,510000,Irkutsk,gasoline,automatic,FWD,270000,JP,1.5,109,19
9587,Toyota,Vitz    ,365000,Irkutsk,gasoline,automatic,FWD,300000,JP,1.0,70,25
9588,Nissan,Pulsar    ,240000,Irkutsk,gasoline,automatic,FWD,357000,JP,1.6,120,27
9589,Toyota,Corolla    ,395000,Irkutsk,gasoline,automatic,FWD,300000,JP,1.5,100,24
9590,Lada,2111    ,187000,Novosibirsk,gasoline,manual,FWD,170000,RUS,1.6,90,17
9591,Lada,2111    ,100000,Novosibirsk,gasoline,manual,FWD,176602,RUS,1.5,72,23
9592,Mercedes-Benz,E-Class    ,900000,Irkutsk,gasoline,automatic,RWD,353333,DE,5.0,306,22
9593,Nissan,Note    ,1360000,Irkutsk,hybrid,automatic,FWD,80000,JP,1.2,79,6
9594,Subaru,XV    ,2500000,Irkutsk,gasoline,CVT,4WD,73000,JP,2.0,154,6
9595,Toyota,RAV4    ,380000,Irkutsk,gasoline,automatic,4WD,415000,JP,2.0,135,28
9596,Honda,Fit    ,920000,Irkutsk,gasoline,CVT,FWD,99699,JP,1.3,99,13
9597,Toyota,Sienta    ,650000,Irkutsk,gasoline,automatic,4WD,260000,JP,1.5,105,21
9598,Lada,2111    ,130000,Omsk,gasoline,manual,FWD,250000,RUS,1.5,72,24
9599,Renault,Sandero    ,1099000,Irkutsk,gasoline,automatic,FWD,90168,FR,1.6,102,4
9600,Lada,2111    ,125000,Samara,gasoline,manual,FWD,130000,RUS,1.6,89,16
9601,Kia,Cerato    ,2199000,Irkutsk,gasoline,automatic,FWD,83148,KR,2.0,150,3
9602,Nissan,X-Trail    ,1759000,Irkutsk,gasoline,manual,FWD,157004,JP,2.0,144,9
9603,Renault,Sandero Stepway   ,1390000,Irkutsk,gasoline,manual,FWD,37594,FR,1.6,82,4
9604,Kia,Rio    ,1048000,Irkutsk,gasoline,automatic,FWD,120000,KR,1.6,123,9
9605,Geely,Coolray    ,2149000,Irkutsk,gasoline,robot,FWD,19000,CN,1.5,150,2
9606,Nissan,Serena    ,1298000,Irkutsk,gasoline,CVT,FWD,177200,JP,2.0,147,13
9607,Nissan,X-Trail    ,1798000,Irkutsk,gasoline,CVT,4WD,142537,JP,2.0,144,8
9608,Suzuki,Hustler    ,799000,Irkutsk,gasoline,CVT,FWD,96000,JP,0.7,52,10
9609,Toyota,Land Cruiser   ,5559000,Irkutsk,gasoline,automatic,4WD,28750,JP,4.0,271,10
9610,Chevrolet,Niva    ,740000,Irkutsk,gasoline,manual,4WD,100000,USA,1.7,80,7
9611,Toyota,Ractis    ,950000,Irkutsk,gasoline,CVT,FWD,108311,JP,1.5,109,13
9612,Toyota,Aqua    ,1187000,Irkutsk,hybrid,CVT,FWD,145244,JP,1.5,74,7
9613,Lada,2111    ,170000,Samara,gasoline,manual,FWD,270000,RUS,1.5,78,20
9614,Lada,2111    ,200000,Samara,gasoline,manual,FWD,89000,RUS,1.5,78,20
9615,Honda,Insight    ,890000,Irkutsk,hybrid,CVT,FWD,231000,JP,1.3,88,14
9616,Toyota,Sprinter Carib   ,595000,Irkutsk,gasoline,automatic,FWD,320000,JP,1.6,110,27
9617,Mitsubishi,Outlander    ,1385000,Irkutsk,gasoline,CVT,4WD,193000,JP,2.4,170,16
9618,Nissan,Juke    ,1220000,Irkutsk,gasoline,CVT,FWD,138000,JP,1.5,114,9
9619,Nissan,Qashqai    ,1750000,Irkutsk,gasoline,CVT,FWD,137000,JP,2.0,144,8
9620,Toyota,Vista    ,325000,Irkutsk,gasoline,automatic,FWD,298800,JP,1.8,125,28
9621,Honda,Vezel    ,1799999,Irkutsk,hybrid,robot,FWD,130000,JP,1.5,132,10
9622,Nissan,Note    ,515000,Irkutsk,gasoline,CVT,FWD,289000,JP,1.5,109,19
9623,Toyota,C-HR    ,2799000,Irkutsk,hybrid,CVT,FWD,65000,JP,1.8,98,4
9624,Toyota,Harrier    ,900000,Irkutsk,gasoline,automatic,4WD,222000,JP,3.0,220,26
9625,Mitsubishi,Outlander    ,1220000,Irkutsk,gasoline,CVT,4WD,210500,JP,2.4,170,13
9626,Toyota,Mark II   ,400000,Irkutsk,gasoline,automatic,RWD,240000,JP,2.5,200,23
9627,Honda,Accord    ,1755000,Irkutsk,hybrid,CVT,FWD,217000,JP,2.0,143,11
9628,Renault,Logan    ,920000,Irkutsk,gasoline,manual,FWD,98000,FR,1.6,113,6
9629,Audi,A6    ,1550000,Irkutsk,gasoline,robot,4WD,208000,DE,3.0,300,13
9630,Lexus,RX300    ,5350000,Irkutsk,gasoline,automatic,4WD,73000,JP,2.0,238,5
9631,Mercedes-Benz,M-Class    ,3000000,Irkutsk,gasoline,automatic,4WD,177000,DE,3.0,333,10
9632,Mitsubishi,L200    ,1270000,Irkutsk,diesel,manual,4WD,334,JP,2.5,136,16
9633,Lexus,RX330    ,1345000,Irkutsk,gasoline,automatic,4WD,270000,JP,3.3,230,20
9634,Mitsubishi,Outlander    ,1800000,Irkutsk,gasoline,CVT,4WD,137300,JP,2.4,167,10
9635,Lexus,LX570    ,3750000,Irkutsk,gasoline,automatic,4WD,226000,JP,5.7,367,12
9636,Nissan,Avenir    ,477000,Irkutsk,gasoline,automatic,FWD,253000,JP,1.8,125,22
9637,Toyota,Passo    ,798000,Irkutsk,gasoline,CVT,FWD,39000,JP,1.0,69,11
9638,Toyota,Vitz    ,1115000,Irkutsk,gasoline,CVT,4WD,126000,JP,1.3,95,9
9639,Toyota,Vitz    ,535000,Irkutsk,gasoline,CVT,FWD,250000,JP,1.3,87,19
9640,Daihatsu,Move    ,575000,Irkutsk,gasoline,CVT,FWD,118531,JP,0.7,52,12
9641,Mitsubishi,Galant    ,150000,Irkutsk,gasoline,automatic,FWD,280000,JP,1.8,140,24
9642,Toyota,Harrier    ,850000,Irkutsk,gasoline,automatic,FWD,395000,JP,3.0,220,26
9643,Daewoo,Matiz    ,275000,Irkutsk,gasoline,manual,FWD,164000,KR,0.8,51,13
9644,Kia,Sportage    ,3900000,Irkutsk,gasoline,robot,4WD,14300,KR,1.6,180,2
9645,Nissan,AD    ,250000,Irkutsk,gasoline,automatic,FWD,269000,JP,1.3,87,25
9646,Toyota,Corolla    ,467000,Irkutsk,gasoline,automatic,FWD,290000,JP,1.5,100,24
9647,Ford,Focus    ,710000,Irkutsk,gasoline,robot,FWD,134044,USA,2.0,150,12
9648,Nissan,Sunny California   ,238000,Irkutsk,gasoline,automatic,4WD,165,JP,1.5,105,28
9649,Hyundai,Solaris    ,1190000,Irkutsk,gasoline,automatic,FWD,130000,KR,1.6,123,10
9650,Toyota,RAV4    ,1260000,Irkutsk,gasoline,automatic,4WD,250000,JP,2.0,152,18
9651,Toyota,Lite Ace   ,248000,Irkutsk,diesel,automatic,RWD,363000,JP,2.2,79,25
9652,Toyota,Carina ED   ,79000,Irkutsk,gasoline,automatic,FWD,200000,JP,2.0,125,35
9653,Mazda,Demio    ,290000,Irkutsk,gasoline,automatic,FWD,359000,JP,1.3,91,22
9654,Kia,Rio    ,1170000,Irkutsk,gasoline,automatic,FWD,114000,KR,1.6,123,5
9655,Toyota,Caldina    ,291000,Irkutsk,gasoline,automatic,FWD,2000,JP,1.8,125,29
9656,Volkswagen,Tiguan    ,1030000,Irkutsk,diesel,automatic,4WD,310000,DE,2.0,140,15
9657,Ford,Fusion    ,300000,Irkutsk,gasoline,automatic,FWD,239000,USA,1.6,100,17
9658,Subaru,Impreza    ,795000,Irkutsk,gasoline,automatic,4WD,288000,JP,1.5,107,16
9659,Toyota,Passo    ,1045000,Irkutsk,gasoline,CVT,4WD,127150,JP,1.0,69,8
9660,Lada,2111    ,150000,Samara,gasoline,manual,FWD,160000,RUS,1.6,82,19
9661,Kia,Rio    ,1798000,Irkutsk,gasoline,automatic,FWD,46700,KR,1.6,123,3
9662,Toyota,Corolla Fielder   ,1198000,Irkutsk,gasoline,CVT,4WD,221250,JP,1.8,125,14
9663,Honda,Insight    ,1050000,Irkutsk,hybrid,automatic,FWD,112871,JP,1.3,88,14
9664,Honda,Shuttle    ,1447000,Irkutsk,hybrid,robot,FWD,155450,JP,1.5,110,8
9665,Toyota,Corolla II   ,250000,Irkutsk,gasoline,manual,4WD,400000,JP,1.5,105,32
9666,Nissan,X-Trail    ,1598000,Irkutsk,gasoline,automatic,4WD,188400,JP,2.0,137,12
9667,Nissan,Juke    ,1359000,Irkutsk,gasoline,CVT,FWD,107000,JP,1.5,114,9
9668,Ford,Focus    ,575000,Irkutsk,gasoline,robot,FWD,250000,USA,1.6,125,13
9669,Toyota,Ractis    ,760000,Irkutsk,gasoline,CVT,FWD,161000,JP,1.3,87,15
9670,Toyota,Mark II   ,580000,Irkutsk,gasoline,automatic,RWD,270000,JP,2.0,160,24
9671,Toyota,Passo    ,500000,Irkutsk,gasoline,automatic,FWD,135000,JP,1.0,71,16
9672,Nissan,NV200    ,1297000,Irkutsk,gasoline,automatic,FWD,170000,JP,1.6,109,10
9673,Honda,Accord    ,490000,Irkutsk,gasoline,manual,FWD,335548,JP,2.0,200,27
9674,Toyota,Corolla    ,260000,Irkutsk,gasoline,automatic,FWD,228198,JP,1.5,105,32
9675,BMW,X5    ,9920000,Irkutsk,diesel,automatic,4WD,27363,DE,3.0,286,3
9676,Toyota,Passo    ,785000,Irkutsk,gasoline,CVT,FWD,1,JP,1.0,69,8
9677,Toyota,Hilux Surf   ,350000,Irkutsk,diesel,manual,4WD,250000,JP,2.4,94,34
9678,Toyota,Avensis    ,540000,Irkutsk,gasoline,manual,FWD,411000,JP,1.8,129,21
9679,Toyota,Aqua    ,1200000,Irkutsk,hybrid,CVT,FWD,87000,JP,1.5,74,8
9680,Subaru,Impreza    ,145000,Irkutsk,gasoline,manual,4WD,170000,JP,2.0,135,31
9681,BMW,X5    ,9300000,Irkutsk,gasoline,automatic,4WD,54694,DE,3.0,340,3
9682,Toyota,Raize    ,1750000,Irkutsk,gasoline,CVT,FWD,40000,JP,1.0,98,4
9683,Toyota,Corolla Fielder   ,475000,Irkutsk,gasoline,automatic,FWD,30000,JP,1.8,136,23
9684,Nissan,Note    ,1430000,Irkutsk,hybrid,automatic,FWD,31500,JP,1.2,79,6
9685,Lexus,RX300    ,5499999,Irkutsk,gasoline,automatic,4WD,82734,JP,2.0,238,5
9686,Toyota,Land Cruiser   ,6120000,Irkutsk,diesel,automatic,4WD,296895,JP,4.5,249,8
9687,Mazda,Axela    ,1000025,Irkutsk,gasoline,CVT,FWD,146766,JP,1.5,111,14
9688,Toyota,Land Cruiser   ,7825000,Irkutsk,gasoline,automatic,4WD,175000,JP,4.6,309,6
9689,Nissan,Qashqai    ,2120000,Irkutsk,gasoline,CVT,4WD,97000,JP,2.0,144,6
9690,Toyota,Camry    ,518000,Irkutsk,gasoline,automatic,FWD,250000,JP,2.0,140,26
9691,Toyota,RAV4    ,1555000,Irkutsk,gasoline,CVT,FWD,110000,JP,2.0,146,11
9692,Toyota,Prius    ,1750000,Irkutsk,hybrid,CVT,FWD,1499,JP,1.8,98,8
9693,Honda,Stepwgn    ,1525000,Irkutsk,gasoline,CVT,FWD,160887,JP,2.0,150,12
9694,Honda,Jade    ,1515000,Irkutsk,hybrid,robot,FWD,126300,JP,1.5,131,9
9695,Toyota,Passo    ,930000,Irkutsk,gasoline,CVT,FWD,38000,JP,1.0,69,6
9696,Honda,Civic    ,855000,Irkutsk,gasoline,automatic,FWD,200000,JP,1.8,140,16
9697,Toyota,Aqua    ,1328000,Irkutsk,hybrid,CVT,FWD,102496,JP,1.5,74,5
9698,Toyota,Corolla Rumion   ,1198000,Irkutsk,gasoline,CVT,FWD,142800,JP,1.5,110,14
9699,Mercedes-Benz,M-Class    ,925000,Irkutsk,gasoline,automatic,4WD,188000,DE,5.0,292,23
9700,Toyota,RAV4    ,2527000,Irkutsk,gasoline,CVT,4WD,88000,JP,2.0,146,9
9701,Nissan,Terrano    ,1498000,Irkutsk,gasoline,automatic,4WD,118500,JP,2.0,143,8
9702,Lada,2111    ,90000,Samara,gasoline,manual,FWD,95000,RUS,1.5,72,24
9703,Kia,Rio    ,1227000,Irkutsk,gasoline,automatic,FWD,91500,KR,1.6,123,8
9704,Toyota,Yaris    ,495000,Irkutsk,gasoline,automatic,FWD,136000,JP,1.5,108,17
9705,Mitsubishi,Lancer    ,1140000,Irkutsk,gasoline,automatic,FWD,158430,JP,1.6,117,12
9706,Mercedes-Benz,E-Class    ,2398000,Irkutsk,gasoline,automatic,RWD,76489,DE,2.0,211,11
9707,Toyota,Belta    ,918000,Irkutsk,gasoline,CVT,FWD,10000,JP,1.0,71,12
9708,Mercedes-Benz,S-Class    ,880000,Irkutsk,gasoline,automatic,RWD,364000,DE,5.0,320,30
9709,Honda,Accord    ,1500000,Irkutsk,gasoline,automatic,FWD,199900,JP,2.4,180,11
9710,Mazda,CX-5    ,3047000,Irkutsk,gasoline,automatic,4WD,57486,JP,2.0,150,5
9711,Mazda,Axela    ,1537000,Irkutsk,gasoline,automatic,FWD,104000,JP,1.5,111,7
9712,Volkswagen,Touareg    ,3247000,Irkutsk,diesel,automatic,4WD,96000,DE,3.0,245,8
9713,Kia,Rio    ,1147000,Irkutsk,gasoline,automatic,FWD,69500,KR,1.6,123,11
9714,Chevrolet,Blazer    ,700000,Irkutsk,gasoline,automatic,4WD,290000,USA,4.3,197,27
9715,Lada,2111    ,165000,Samara,gasoline,manual,FWD,181000,RUS,1.6,81,18
9716,Mercedes-Benz,C-Class    ,1500000,Irkutsk,gasoline,automatic,RWD,271000,DE,1.6,156,11
9717,Toyota,Roomy    ,1080000,Irkutsk,gasoline,CVT,FWD,99000,JP,1.0,69,7
9718,Kia,Rio X (X-Line)  ,1947000,Irkutsk,gasoline,automatic,FWD,15600,KR,1.6,123,3
9719,Citroen,DS5    ,810000,Irkutsk,gasoline,automatic,FWD,141000,FR,1.6,150,12
9720,Renault,Logan    ,847000,Irkutsk,gasoline,manual,FWD,21570,FR,1.6,113,8
9721,Lexus,ES350    ,2150000,Irkutsk,gasoline,automatic,FWD,112691,JP,3.5,268,11
9722,Lada,2111    ,135000,Samara,gasoline,manual,FWD,180419,RUS,1.5,91,20
9723,Toyota,RAV4    ,3899000,Irkutsk,gasoline,automatic,4WD,37000,JP,2.5,199,4
9724,Toyota,Camry    ,2600000,Irkutsk,hybrid,CVT,FWD,98000,JP,2.5,178,7
9725,Toyota,Vista    ,457000,Irkutsk,gasoline,automatic,FWD,280000,JP,1.8,130,24
9726,Mazda,CX-8    ,2960000,Irkutsk,diesel,automatic,4WD,51500,JP,2.2,190,6
9727,Toyota,Voxy    ,1910000,Irkutsk,hybrid,CVT,FWD,147000,JP,1.8,99,9
9728,Toyota,Wish    ,1170000,Irkutsk,gasoline,CVT,FWD,183000,JP,1.8,144,14
9729,Nissan,X-Trail    ,2300000,Irkutsk,gasoline,CVT,4WD,127000,JP,2.5,171,7
9730,Honda,Vezel    ,1655000,Irkutsk,gasoline,automatic,FWD,79000,JP,1.5,130,9
9731,Toyota,Prius    ,870000,Irkutsk,hybrid,CVT,FWD,368000,JP,1.5,76,15
9732,Toyota,Passo Sette   ,998000,Irkutsk,gasoline,automatic,FWD,97950,JP,1.5,109,14
9733,Lada,2111    ,170000,Surgut,gasoline,manual,FWD,156000,RUS,1.5,72,23
9734,Hyundai,Creta    ,2672000,Irkutsk,gasoline,automatic,FWD,25300,KR,1.6,123,3
9735,Mazda,Demio    ,1270000,Irkutsk,gasoline,automatic,4WD,112000,JP,1.3,92,7
9736,Mitsubishi,Pajero Mini   ,170000,Irkutsk,gasoline,automatic,4WD,50000,JP,0.7,64,29
9737,Toyota,Corolla Fielder   ,650000,Irkutsk,gasoline,automatic,FWD,432000,JP,1.5,109,21
9738,Daihatsu,Boon    ,538000,Irkutsk,gasoline,automatic,FWD,231000,JP,1.3,90,18
9739,Nissan,Rogue    ,2350000,Irkutsk,gasoline,CVT,4WD,65000,JP,2.5,170,6
9740,Toyota,Carina    ,455000,Irkutsk,gasoline,automatic,4WD,139689,JP,2.0,135,24
9741,Toyota,Caldina    ,550000,Irkutsk,gasoline,automatic,FWD,250000,JP,1.8,115,26
9742,Toyota,Vista    ,160000,Irkutsk,gasoline,automatic,FWD,261000,JP,2.0,140,31
9743,Toyota,Carina    ,275000,Irkutsk,gasoline,automatic,FWD,250000,JP,1.5,105,31
9744,Mitsubishi,Outlander    ,2068000,Irkutsk,gasoline,CVT,4WD,170000,JP,2.4,167,10
9745,Honda,Freed Spike   ,1170000,Irkutsk,gasoline,CVT,FWD,136000,JP,1.5,118,14
9746,Toyota,Corolla    ,1570000,Irkutsk,gasoline,CVT,FWD,88000,JP,1.6,122,11
9747,Honda,Fit Shuttle   ,1225000,Irkutsk,hybrid,CVT,FWD,33000,JP,1.3,88,12
9748,Toyota,Corolla Axio   ,1500000,Irkutsk,gasoline,CVT,FWD,101830,JP,1.5,109,5
9749,Toyota,Wish    ,1430000,Irkutsk,gasoline,CVT,4WD,117000,JP,1.8,133,14
9750,Honda,Freed    ,1900000,Irkutsk,gasoline,CVT,FWD,46000,JP,1.5,129,4
9751,Toyota,Vitz    ,758000,Irkutsk,gasoline,CVT,FWD,19000,JP,1.0,69,12
9752,Mercedes-Benz,E-Class    ,1200000,Irkutsk,gasoline,automatic,RWD,141768,DE,3.2,224,22
9753,Mitsubishi,ASX    ,2090000,Irkutsk,gasoline,CVT,4WD,75000,JP,2.0,150,7
9754,Renault,Duster    ,1620000,Irkutsk,gasoline,manual,4WD,76951,FR,1.6,114,5
9755,Toyota,Corolla    ,810000,Irkutsk,gasoline,manual,FWD,267000,JP,1.4,97,16
9756,Mazda,CX-3    ,1830000,Irkutsk,diesel,automatic,4WD,105000,JP,1.5,105,7
9757,Kia,Sportage    ,1983000,Irkutsk,gasoline,automatic,4WD,128500,KR,2.0,150,7
9758,Volkswagen,Passat    ,1345000,Irkutsk,gasoline,robot,FWD,110000,DE,1.4,122,10
9759,Honda,Vezel    ,1770000,Irkutsk,gasoline,CVT,FWD,12000,JP,1.5,131,4
9760,Toyota,Town Ace   ,450000,Irkutsk,diesel,automatic,4WD,30000,JP,2.2,79,25
9761,Mitsubishi,Montero    ,890000,Irkutsk,gasoline,automatic,4WD,350000,JP,3.5,200,23
9762,Toyota,Avensis    ,580000,Irkutsk,gasoline,manual,FWD,349000,JP,1.8,129,19
9763,Toyota,Prius    ,1545000,Irkutsk,hybrid,CVT,FWD,148000,JP,1.8,99,12
9764,Toyota,Passo Sette   ,1210000,Irkutsk,gasoline,automatic,FWD,9000,JP,1.5,109,15
9765,Kia,Sportage    ,1990000,Irkutsk,gasoline,automatic,4WD,88000,KR,2.0,150,8
9766,Nissan,Note    ,1350000,Irkutsk,hybrid,automatic,FWD,45000,JP,1.2,79,5
9767,Honda,Freed    ,935000,Irkutsk,gasoline,CVT,FWD,106000,JP,1.5,118,14
9768,Toyota,Mark II   ,705000,Irkutsk,gasoline,automatic,RWD,385000,JP,2.5,200,24
9769,Toyota,C-HR    ,2198000,Irkutsk,hybrid,CVT,FWD,43000,JP,1.8,98,7
9770,Toyota,Camry    ,2775000,Irkutsk,hybrid,CVT,FWD,68000,JP,2.5,178,6
9771,Toyota,Harrier    ,3258000,Irkutsk,gasoline,CVT,4WD,103000,JP,2.0,151,6
9772,Toyota,Land Cruiser Prado  ,5998000,Irkutsk,diesel,automatic,4WD,32000,JP,2.8,204,4
9773,Honda,Stepwgn    ,2395000,Irkutsk,gasoline,CVT,FWD,74000,JP,1.5,150,9
9774,Geely,Atlas    ,1585000,Irkutsk,gasoline,manual,FWD,39000,CN,2.0,139,4
9775,Land Rover,Rover Range Rover  ,36892000,Irkutsk,gasoline,automatic,4WD,2448,UK,4.4,530,1
9776,Toyota,Wish    ,1500000,Irkutsk,gasoline,CVT,FWD,107000,JP,1.8,144,14
9777,Toyota,Corolla Fielder   ,1350000,Irkutsk,hybrid,CVT,FWD,128403,JP,1.5,74,9
9778,Toyota,Land Cruiser Prado  ,3158000,Irkutsk,diesel,automatic,4WD,201000,JP,3.0,173,12
9779,Land Rover,Rover Freelander   ,1690000,Irkutsk,diesel,automatic,4WD,179000,UK,2.2,190,11
9780,Nissan,Pathfinder    ,1580000,Irkutsk,diesel,manual,4WD,244000,JP,2.5,190,14
9781,Toyota,Estima    ,1690000,Irkutsk,hybrid,CVT,4WD,241000,JP,2.4,150,16
9782,Kia,Ceed    ,1750000,Irkutsk,gasoline,automatic,FWD,215000,KR,1.6,128,5
9783,Subaru,Legacy    ,980000,Irkutsk,gasoline,automatic,4WD,250000,JP,2.5,173,17
9784,Lada,2111    ,145000,Tomsk,gasoline,manual,FWD,250000,RUS,1.5,78,21
9785,Hyundai,Creta    ,2395000,Irkutsk,gasoline,automatic,4WD,69500,KR,2.0,149,4
9786,Porsche,Cayenne    ,3000000,Irkutsk,diesel,automatic,4WD,203000,DE,3.0,245,11
9787,Chevrolet,Niva    ,300000,Irkutsk,gasoline,manual,4WD,330000,USA,1.7,80,17
9788,Mitsubishi,Outlander    ,2590000,Irkutsk,gasoline,CVT,4WD,79000,JP,2.0,146,5
9789,Lada,2111    ,160000,Tomsk,gasoline,manual,FWD,233000,RUS,1.5,78,22
9790,Lada,2111    ,130000,Chelyabinsk,gasoline,manual,FWD,200000,RUS,1.5,72,23
9791,Land Rover,Rover Discovery   ,2600000,Irkutsk,diesel,automatic,4WD,185000,UK,3.0,249,11
9792,Daihatsu,Tanto    ,884999,Irkutsk,gasoline,CVT,FWD,122000,JP,0.7,52,6
9793,Renault,Duster    ,1250000,Irkutsk,gasoline,automatic,4WD,82000,FR,2.0,135,10
9794,Honda,Fit    ,1390000,Irkutsk,hybrid,robot,FWD,65000,JP,1.5,110,6
9795,Toyota,Prius    ,800000,Irkutsk,hybrid,CVT,FWD,290000,JP,1.5,76,16
9796,Lada,2111    ,100000,Chelyabinsk,gasoline,manual,FWD,250000,RUS,1.5,91,21
9797,Toyota,Corolla Fielder   ,1319000,Irkutsk,gasoline,CVT,4WD,127000,JP,1.5,103,7
9798,Toyota,Passo    ,1050000,Irkutsk,gasoline,CVT,4WD,40000,JP,1.0,69,5
9799,Toyota,Tank    ,1140000,Irkutsk,gasoline,CVT,FWD,94000,JP,1.0,69,6
9800,Peugeot,308    ,490000,Irkutsk,gasoline,automatic,FWD,233000,FR,1.6,120,15
9801,Toyota,Carina    ,430000,Irkutsk,gasoline,automatic,4WD,307000,JP,2.0,135,25
9802,Toyota,Land Cruiser Prado  ,3600000,Irkutsk,gasoline,automatic,4WD,58300,JP,2.7,163,13
9803,Toyota,ist    ,585000,Irkutsk,gasoline,automatic,FWD,134700,JP,1.3,87,22
9804,Suzuki,Grand Vitara   ,1228000,Irkutsk,gasoline,automatic,4WD,225445,JP,2.4,169,14
9805,Toyota,Vitz    ,759000,Irkutsk,gasoline,CVT,FWD,210585,JP,1.3,87,15
9806,Volkswagen,Tiguan    ,4030000,Irkutsk,gasoline,robot,FWD,6100,DE,1.4,150,2
9807,Toyota,Hiace Regius   ,470000,Irkutsk,gasoline,automatic,4WD,520000,JP,2.7,145,27
9808,Toyota,Land Cruiser   ,5300000,Irkutsk,gasoline,automatic,4WD,154000,JP,4.6,309,11
9809,Toyota,Camry    ,900000,Irkutsk,gasoline,automatic,FWD,377000,JP,3.5,277,17
9810,Honda,Freed Spike   ,1299000,Irkutsk,hybrid,CVT,FWD,130000,JP,1.5,88,10
9811,Audi,Q3    ,1949000,Irkutsk,gasoline,robot,4WD,125000,DE,2.0,180,9
9812,Toyota,Esquire    ,2380000,Irkutsk,hybrid,CVT,FWD,125000,JP,1.8,99,5
9813,Toyota,Passo    ,810000,Irkutsk,gasoline,CVT,FWD,130000,JP,1.0,69,9
9814,Toyota,Aqua    ,970000,Irkutsk,hybrid,CVT,FWD,193000,JP,1.5,74,11
9815,Toyota,Camry    ,2190000,Irkutsk,gasoline,automatic,FWD,134149,JP,2.5,181,9
9816,Kia,Sportage    ,1350000,Irkutsk,gasoline,automatic,FWD,222284,KR,2.0,150,13
9817,Audi,Q7    ,2384000,Irkutsk,diesel,automatic,4WD,186000,DE,3.0,245,11
9818,Nissan,Note    ,1315000,Irkutsk,hybrid,automatic,FWD,95000,JP,1.2,79,6
9819,Toyota,Land Cruiser   ,6050000,Irkutsk,gasoline,automatic,4WD,277000,JP,4.6,309,8
9820,Lexus,RX200t    ,4050000,Irkutsk,gasoline,automatic,4WD,98000,JP,2.0,238,8
9821,BMW,5-Series    ,1685000,Irkutsk,gasoline,automatic,RWD,259000,DE,2.0,245,12
9822,Lexus,RX300    ,7000000,Irkutsk,gasoline,automatic,4WD,19735,JP,2.0,238,3
9823,Toyota,RAV4    ,3398000,Irkutsk,gasoline,automatic,4WD,97000,JP,2.5,199,5
9824,Ford,Mondeo    ,1249000,Irkutsk,gasoline,automatic,FWD,90188,USA,2.3,161,12
9825,Volkswagen,Tiguan    ,3449000,Irkutsk,gasoline,robot,4WD,29590,DE,2.0,180,4
9826,Honda,Accord    ,1899000,Irkutsk,gasoline,automatic,FWD,189000,JP,2.4,180,11
9827,Renault,Duster    ,1210000,Irkutsk,gasoline,automatic,4WD,168200,FR,2.0,143,8
